,Job_Title,Company,Contract Type,Location,date,Job Type,description
343,Project Manager - Master Data Migration,Tych Business Solutions,Fixed Term,Sandton,2 days ago,Part time,"Requirements
  Follow the established project schedules, manage resources, and monitor progress.
Manage the project's critical paths.
Manage the delivery of a key stream of an ERP program
Create plans, build alignment across stakeholders and track the progress of deliverables across Design, Build, Testing, Deployment Cutover, PGLS phase of projects
Manage vendor delivery
Manage integration points and dependencies across functional teams and systems to ensure coordinated delivery with no disruptions
Manage project risks and issues
Manage a project team to ensure key deliverables are known, deadlines are clear, and daily tracking is in place
Manage status updates to senior management.
Facilitate and guide problems resolution with vendors and client-based team"
344,Investment Analyst,Network Finance,Permanent,Johannesburg North,2 days ago,Full Time,"Job & Company Description:
We are proud to work on this opportunity for one of our top financial services clients, who offers both short- and life-insurance products and services, as well as investment products to their distinct client base across various continents. The successful candidate will be responsible for developing the investment management function for the international division, specifically who services 6 African countries.  

Education:
BSc / BCom / Actuarial degree (relevant financial degree)
Honours / CFA will be beneficial

Job Experience & Skills Required:
2 – 3 years’ experience in investments
Experience in asset management / investment management / related
Advanced Excel skills
Bloomberg experience will be beneficial
Must have done:
Manager selection
Asset allocation
Performance calculation and attribution
Portfolio construction
 
 
Apply now!
 
For more Capital Markets, Actuarial or Quantitative jobs, please visit www.networkrecruitment.co.za or connect with me on LinkedIn at https://www.linkedin.com/in/sun%C3%A9-maritz-57459265/
 
Reach out to me directly if you are passively looking in one of our niche areas to hear more about roles that we are not advertising, that I can put you in contact with one of the specialists in my team:
 
Investments / Equities / Fixed Income / Trading:
Investment Analyst
Equity Analyst
Fixed Income Analyst
Equity Trader
Equity Research Analyst
Sell-Side Equity Analyst
Fixed Income Portfolio Manager
Fixed Income Trader
Portfolio Manager (Equity)
Fund Manager
Chief Investment Officer
Head of Investments
Head of Equity
 
Corporate Finance:
Corporate Finance
Mergers and Acquisitions
Project Finance
Financial Due Diligence
Transaction Advisory
Valuations
Investment Banking
Private Equity
Financial Modelling
Deal Making
Transactions
 
Prudential Risk:
Balance Sheet Management and Optimisation
Capital Management: Regulatory and Economic Capital
ALM and Interest Rate Risk
Liquidity Risk (LCR and NSFR)
Market Risk
 
Quantitative Risk:
Retail and Wholesale Credit Risk
Model Development (PD, LGD, EAD)
IFRS 9 Implementations
Model Validation and Model Risk
Pricing and Profitability
Economic Capital Modelling
Credit Risk Acquisitions and Collections
Decision Analytics
 
Actuarial:
Pricing and Product Development
Valuations
SAM / Solvency II
Technical Marketing
Underwriting
IFRS 17 Implementation
 
If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.
 
For more information contact:
Suné Maritz
Production Manager: Capital Markets / Actuarial & Quants
sumaritz@networkfinance.co.za
012 348 4940"
345,Corporate Finance Analyst,Exceptional Recruitment,Permanent,Sandton,3 days ago,Full Time,"Job & Company Description:
We are proud to work on this opportunity for one of our top financial services clients, who offers both short- and life-insurance products and services, as well as investment products to their distinct client base across various continents. The successful candidate will be responsible for developing the investment management function for the international division, specifically who services 6 African countries.  

Education:
BSc / BCom / Actuarial degree (relevant financial degree)
Honours / CFA will be beneficial

Job Experience & Skills Required:
2 – 3 years’ experience in investments
Experience in asset management / investment management / related
Advanced Excel skills
Bloomberg experience will be beneficial
Must have done:
Manager selection
Asset allocation
Performance calculation and attribution
Portfolio construction
 
 
Apply now!
 
For more Capital Markets, Actuarial or Quantitative jobs, please visit www.networkrecruitment.co.za or connect with me on LinkedIn at https://www.linkedin.com/in/sun%C3%A9-maritz-57459265/
 
Reach out to me directly if you are passively looking in one of our niche areas to hear more about roles that we are not advertising, that I can put you in contact with one of the specialists in my team:
 
Investments / Equities / Fixed Income / Trading:
Investment Analyst
Equity Analyst
Fixed Income Analyst
Equity Trader
Equity Research Analyst
Sell-Side Equity Analyst
Fixed Income Portfolio Manager
Fixed Income Trader
Portfolio Manager (Equity)
Fund Manager
Chief Investment Officer
Head of Investments
Head of Equity
 
Corporate Finance:
Corporate Finance
Mergers and Acquisitions
Project Finance
Financial Due Diligence
Transaction Advisory
Valuations
Investment Banking
Private Equity
Financial Modelling
Deal Making
Transactions
 
Prudential Risk:
Balance Sheet Management and Optimisation
Capital Management: Regulatory and Economic Capital
ALM and Interest Rate Risk
Liquidity Risk (LCR and NSFR)
Market Risk
 
Quantitative Risk:
Retail and Wholesale Credit Risk
Model Development (PD, LGD, EAD)
IFRS 9 Implementations
Model Validation and Model Risk
Pricing and Profitability
Economic Capital Modelling
Credit Risk Acquisitions and Collections
Decision Analytics
 
Actuarial:
Pricing and Product Development
Valuations
SAM / Solvency II
Technical Marketing
Underwriting
IFRS 17 Implementation
 
If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.
 
For more information contact:
Suné Maritz
Production Manager: Capital Markets / Actuarial & Quants
sumaritz@networkfinance.co.za
012 348 4940"
346,Business Analyst - Retail,iLaunch (Pty) Ltd,Permanent,Cape Town,1 week ago,Full Time,"Information Seeking & Analysis
Facilitation & Influencing
Understand and analyse the business environment
Improve and maintain the systems and operational processes
Analyse and understand customers that are impacted"
347,Regulatory Reporting Analyst,Network Recruitment - Pretoria Finance A,Permanent,Johannesburg North,3 days ago,Full Time,"Job & Company Description:
An established financial institute which specialises in the securitization of assets is looking for a Regulatory Reporting Analyst to join their team. This group carries a popular client-based local brand with over 30 years finance experience. The role will provide exposure to the submission of BA returns, reporting and compliance, and analysis of financial results. Apply today to join an elite group of people.
 
Education:
BCom degree
 
 
Job Experience & Skills Required:
3 – 5 years’ experience in regulatory experience
Strong BA returns background
Reporting experience essential
Microsoft Excel Advance skills
Proven academic track record (distinction in matric, cum laude degree, golden key, deans list)
 
 
Apply now!
 
For more Chartered Accountant related jobs in Financial Services, please visit www.networkrecruitment.co.za or connect with me on LinkedIn at  linkedin.com/in/rebecca-maepa-b6933b212
Reach out to me directly if you are passively looking in one of our niche areas to hear more about roles that we are not advertising:
 
Newly Qualified CA’s
Group Accountants (Consolidations)
Reporting Specialist
IFRS / Technical Accountants
Financial Managers
Financial Executives
 
If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.
 
For more information contact:
Rebecca Maepa
Recruitment Specialist: Financial Services
012 348 4940"
348,Financial Analyst,The Recruitment People,Fixed Term,JHB - Eastern Suburbs,2 days ago,Full Time,"A well-established and continuously growing company is looking for a Financial Analyst to join their team to be based in Johannesburg. This is a 3-month contract position.
The responsibilities for this role will include but not be limited to:
Preparation of month-end reports.
Preparation of quarterly forecast.
Reviewing of budgets.
Resolving budgeting queries.
Requirements:
Chartered Accountant
or
ACMA qualified
1-2 years post-articles experience
This is a great opportunity for an individual who is looking to grow within a company.
APPLY NOW!!
Disclaimer
Thank you for submitting your CV. We will assess your suitability for the existing vacancies and retain your CV in our database in accordance with the Protection of Personal Information Policy. We will contact you should your CV be suitable for any available positions. You have the right to “Opt-Out” of electronic communications from us at any time and you also have the right to request us to delete your information by sending a request to admin@therecruitmentpeople.co.za. If you do not wish us to retain your details, please advise us and your details will be deleted from our records."
349,Corporate Finance Analyst,Network Recruitment - Pretoria Finance A,Permanent,Johannesburg North,3 days ago,Full Time,"Job & Company Description:
 
Our client is a market leader in delivering a range of integrated innovation and technology solutions designed to power business efficiency. They are looking for a Corporate Finance Associate to join their dynamic team.
 
 
Education:
 
Any related financial qualification
CFA qualification highly beneficial
 
Job Experience & Skills Required:
 
 
3-5 years of relevant post-qualifying work experience in Corporate Finance, with a keen focus on Mergers & Acquisitions
Exceptional analytical skills and financial modelling acumen – non-negotiable
Skilled in the execution of financial due diligence and valuations
Ability to work under pressure towards tight deadlines
Entrepreneurial, passionate, and opportunistic
 
 
Apply now! 
 
For more Corporate Finance, M&A, Transaction Advisory, Private Equity or Investment Banking jobs, please visit www.networkrecruitment.co.za   or connect with me on LinkedIn at www.linkedin.com/in/andelize-pienaar. Reach out to me directly if you are passively looking in one of our niche areas to hear more about roles that we are not advertising:
 
Corporate Finance
Mergers and Acquisitions
Project Finance
Financial Due Diligence
Transaction Advisory
Valuations
Investment Banking
Private Equity
Financial Modelling
Deal / Transaction Management
 
If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.
 
For more information contact:
Andelize Pienaar
Specialist Consultant: Capital Markets
anpienaar@networkfinance.co.za
012 348 4940"
350,XML invoice data mapping and PDF invoice mapping - processing thereof,Intellection,Permanent,Pretoria East,2 days ago,Full Time,"Requirements:
Al least basic IT technical skills
At least a level of XML exposure and knowledge
Ability to discuss vendor onboarding wrt invoices with vendors, which includes good communication skills
Basic to medium-level SQL Server AND T-SQL skills – the ability to monitor and restart batch jobs and do fault-finding in case they fall over – will be an advantage
  What we don’t want:
If you want to primarily do software development (SQL, Java, etc,) this job is not for you
If you want to do something different every day and cannot see yourself completing some repetitive tasks after you had undergone training, this job is not for you.
  What you can expect:
Some, but limited growth opportunity – we believe in growing people and advancing their skills and value, but this job is defined and you should not expect career growth soon.
Invoice processing and invoice meta-data mapping is the primary part of the job – you should not be worried about mapping 100s of 1,000s of invoices and processing them.
Capable people that will assist and get you up the curve to be able to do the job, provided you meet the minimum skills requirements."
351,XML invoice data mapping and PDF invoice mapping - processing thereof,Intellection,Permanent,Pretoria East,3 days ago,Full Time,"Requirements:
Al least basic IT technical skills
At least a level of XML exposure and knowledge
Ability to discuss vendor onboarding wrt invoices with vendors, which includes good communication skills
Basic to medium-level SQL Server AND T-SQL skills – the ability to monitor and restart batch jobs and do fault-finding in case they fall over – will be an advantage
  What we don’t want:
If you want to primarily do software development (SQL, Java, etc,) this job is not for you
If you want to do something different every day and cannot see yourself completing some repetitive tasks after you had undergone training, this job is not for you.
  What you can expect:
Some, but limited growth opportunity – we believe in growing people and advancing their skills and value, but this job is defined and you should not expect career growth soon.
Invoice processing and invoice meta-data mapping is the primary part of the job – you should not be worried about mapping 100s of 1,000s of invoices and processing them.
Capable people that will assist and get you up the curve to be able to do the job, provided you meet the minimum skills requirements."
352,Business Analyst,Network IT,Permanent,Johannesburg North,2 days ago,Full Time,"Job & Company Description:

My well-established client in the IT industry is looking for a Business Analyst that is self-motivated, confident, detail-oriented, strong communicator and strong problem solving skills. The successful candidate will be responsible, but not limited, to train staff and users to work with computer systems, to conduct JAD sessions, to perform functional testing on systems amongst others.

Job Experience & Skills Required:

Relevant tertiary qualification or Diploma
At least 3 years’ experience in business analysis
Understanding of development languages
Good understanding of SQL databases
Process Flows, Entity Relationship Diagrams and System Wire Frames
Experience working with Visio and UML

If you are interested in this opportunity, please apply directly.  For more IT jobs, please visit www.networkrecruitment.co.za.  If you wish to send your CV per email forward your CV to nbhana@networkrecruitment.co.za and copy the reference number in brackets in the subject line of your e-mail.

If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other opportunities for which you might be more suitable

We also invite you to contact us to discuss your next career move in IT!

For more information contact:
Nikita Bhana on 011 622 9526
IT Recruitment Consultant"
353,Data Capturer,Amaro Foods,Permanent,Montague Gardens,2 days ago,Full Time,"Job & Company Description:

My well-established client in the IT industry is looking for a Business Analyst that is self-motivated, confident, detail-oriented, strong communicator and strong problem solving skills. The successful candidate will be responsible, but not limited, to train staff and users to work with computer systems, to conduct JAD sessions, to perform functional testing on systems amongst others.

Job Experience & Skills Required:

Relevant tertiary qualification or Diploma
At least 3 years’ experience in business analysis
Understanding of development languages
Good understanding of SQL databases
Process Flows, Entity Relationship Diagrams and System Wire Frames
Experience working with Visio and UML

If you are interested in this opportunity, please apply directly.  For more IT jobs, please visit www.networkrecruitment.co.za.  If you wish to send your CV per email forward your CV to nbhana@networkrecruitment.co.za and copy the reference number in brackets in the subject line of your e-mail.

If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other opportunities for which you might be more suitable

We also invite you to contact us to discuss your next career move in IT!

For more information contact:
Nikita Bhana on 011 622 9526
IT Recruitment Consultant"
354,Equity Analyst (Sell-Side),Network Finance,Permanent,Cape Town: Northern Suburbs,2 days ago,Full Time,"Job & Company Description:
I am a specialist recruiter in the Capital Markets space and my client, a leading research firm is looking for Sell-Side Research Analysts with top academics and a deep passion for the equity field. The possible successful candidate should have exceptional business acumen and presentation skills, must be able to distil large amounts of information into specific takeaways, have a strong research background and have a solid knowledge of financial forecasting/ analysis. Pair with me to take your career to the next level.
 
Education:
BBusSci Finance Stream or similar degree
Brilliant academic record (consistent results – 75% and above)
CFA level 1 and up (beneficial)
CA(SA) (Non-negotiable)
 
Job Experience & Skills Required:
2+ years experience in the equity space
Detailed reporting capabilities
Advanced modelling skills with Excel
Experience reporting to executive boards
 
Apply now!
 
For more Capital Markets jobs, please visit www.networkrecruitment.co.za or connect with me on LinkedIn at https://www.linkedin.com/in/jacky-nikki-oosthuizen-a757bb15b/
 
Reach out to me directly if you are passively looking in one of our niche areas to hear more about roles that we are not advertising, that I can put you in contact with one of the specialists in my team:
 
Corporate Finance:
Corporate Finance
Mergers and Acquisitions
Project Finance
Financial Due Diligence
Transaction Advisory
Valuations
Investment Banking
Private Equity
Financial Modelling
Deal Making
Transactions
 
If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.
 
For more information contact:
Nikki Oosthuizen
Specialist Consultant: Capital Markets
noosthuizen@networkfinance.co.za
012 348 4940"
355,SQL Data Engineer with Azure - Johannesburg - up to R1.6m PA,E-Merge IT Recruitment,Permanent,Johannesburg,1 day ago,Full Time,"Are you the Microsoft Azure Specialist we are looking for? Do you enjoy Data Engineering? Do you like to Build Data pipelines and transform Data?
  We are looking for your skills!!!
  You will be responsible of the deployment of Data Engineering across a wide range of industries.
  Requirements:
  6+ years Azure SQL Database
Azure cloud data platform technologies:
Azure Storage / Data Lake
Azure Data Factory
Azure Databricks
Azure Synapse Analytics
Experience in Python
MS SQL
Experience with streaming technologies such as Apache Spark
Kafka
  Qualifications
  Degree/ Honours in Computer Science, Information Technology, Statistics, Engineering
  Reference Number for this position is PP55031 which is a Permanent position based in Johannesburg offering a cost to company salary of R1.6m PA negotiable on experience and ability. Contact Prinuchka on prinuchkap@e-merge.co.za  or call her on 011 463 3633 to discuss this and other opportunities.
  Are you ready for a change of scenery? The e-Merge IT recruitment is a specialist niche recruitment agency. We offer our candidates options so that we can successfully place the right developers with the right companies in the right roles.
  Check out the e-Merge website www.e-merge.co.za for more great positions.
  Do you have a friend who is a developer or technology specialist? We pay cash for successful referrals!
 "
356,SQL Data Engineer with Azure - Johannesburg - up to R1.6m PA,E-Merge IT Recruitment,Permanent,Johannesburg,3 days ago,Full Time,"Are you the Microsoft Azure Specialist we are looking for? Do you enjoy Data Engineering? Do you like to Build Data pipelines and transform Data?
  We are looking for your skills!!!
  You will be responsible of the deployment of Data Engineering across a wide range of industries.
  Requirements:
  6+ years Azure SQL Database
Azure cloud data platform technologies:
Azure Storage / Data Lake
Azure Data Factory
Azure Databricks
Azure Synapse Analytics
Experience in Python
MS SQL
Experience with streaming technologies such as Apache Spark
Kafka
  Qualifications
  Degree/ Honours in Computer Science, Information Technology, Statistics, Engineering
  Reference Number for this position is PP55031 which is a Permanent position based in Johannesburg offering a cost to company salary of R1.6m PA negotiable on experience and ability. Contact Prinuchka on prinuchkap@e-merge.co.za  or call her on 011 463 3633 to discuss this and other opportunities.
  Are you ready for a change of scenery? The e-Merge IT recruitment is a specialist niche recruitment agency. We offer our candidates options so that we can successfully place the right developers with the right companies in the right roles.
  Check out the e-Merge website www.e-merge.co.za for more great positions.
  Do you have a friend who is a developer or technology specialist? We pay cash for successful referrals!
 "
357,Data Engineer,Salix Recruitment,Permanent,JHB - Northern Suburbs,1 day ago,Full Time,"Job & Company Description: 

Salix recruitment specialises in placing your high calibre IT professionals within the job market, we have partnered up with a few clients within the private sector, and actively looking to partner up with Data Engineers, that are actively looking for new opportunities in the market.

This is a call to all Data Engineers, if you are looking to take your career to the next level forward your resume to Phumlani@salixrecruitment.co.za

Duties:
Analyse data from different systems and databases before a new warehouse is built
Provide ETL and data manipulation
Data mining
Draft reports on data findings and provide insight for key decision making
Design and implement processes and policies for data architecture environment
Design and maintain a database to enable seamless data interaction and integrity
Deploy databases in AWS and create a secure interactive environment for reporting
Automate processes and advise best practices on data strategy
Centralise code and take responsibility for version control to ensure data integrity
Develop and implement quantitative tools to measure financial risks using computational programming tools
Design reporting tools to extract data from database to develop insights into risk exposure changes over time
Job Experience & Skills Required:
Qualifications:
Matric (Grade 12)
Degree or Diploma in a quantitative field (Information Technology, Actuarial Science, Mathematical Science, Computer Science, Engineering)
Azure certifications (Advantageous)
Experience:
4 years of development and programming skills
Programming and development experience in Python and SQL
Visual Basic, R, C# and Java Script will be advantageous
Financial mathematics and modelling skills
SQL with big data & column stores (beyond just Microsoft SQL Server), Python (with analytics libraries) appreciation for DevOps practises
Skills & Competencies:
Results driven
Analytical
Problem solver
Innovation
Team collaboration
Interpersonal skills
If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.
 
For more information contact:
Phumlani Khumalo
Recruitment Consultant - IT
Phumlani@salixrecruitment.co.za"
358,Analyst Programmer (C#),Asie Personnel,Permanent,Sunninghill,3 days ago,Full Time,"The Analyst Programmer will be responsible for the analysis, design and implementation of various
applications throughout the health care group.
Liaise with customer base on system requirements and integration with business processes.
Scoping / strategy sessions with the customer base / technical team and MIS.
Design and development of databases including SQL queries.
SQL server administration and monitoring functions.
  * A detailed job spec will be shared with shortlisted candidates."
359,IT & Software Business Analyst,GCubed,Permanent,Pretoria,3 days ago,Full Time,"The Business Analyst takes ownership of assigned products and keeps a handle on product and project aspects including business models, specifications, budgets and financial models,progress tracking, management of resources and team capacity. They will increase company profitability by driving product success by designing efficient and scalable systems/productsand ensuring on-time and on-budget delivery thereof.
If you have a passion for systems and sustainability and working in tech, then this role at this client is ideal, where we leverage smart tech and give people the gift of hearing.
KEY PERFORMANCE AREAS, WEIGHTS AND OBJECTIVES:
Business Analysis: 60%
Full cycle Project and Product Management including capacity management, stakeholder engagement and resource tracking.
Multi-task on a suite of projects and products, all within different stages of development and implementation.
Compile intuitive system and product requirements and specification design, in terms of researching, consulting and analysing needs.
Follow best practice design and development methodologies in sustaining high quality, clean, auditable and manageable products and systems.
Compile relevant specifications documents, UX, UI designs, wireframes and test cases.
Effective system testing and approval, including the management of release notes and effective communication with stakeholders on changes and/or improvements
Work with front-end, back-end and mobile developers, marketing, sales, research and design departments to ensure a holistic management process of project management.
Ensure conformity of products to product requirements in terms of the Quality Objectives which includes regulatory and legislative compliance.
Identify technology limitations and deficiencies in applications and associated processes, procedures and methods within the department.
Continuous improvement of existing products, systems and processes within the department.
Identify issues, bugs, and bottlenecks and devise solutions to these problems within the department.
Business Processes and Strategy: 20%
Business process improvements, operationalization and optimization.
Develop strategies for the implementation of products, projects or systems, including commercialisation, legal and operational aspects.
Risk analysis and mitigation.
Manage tasks and priorities within product suite.
Increase profitability of products through the streamlining of development, manufacturing and maintenance thereof.
Effective stakeholder management (both internal and external)
Record Keeping: 20%
Compile relevant records as is necessary for compliance to ISO, CE, FDA (and other) standards and requirements as is applicable to assigned products.
Accomplish objectives by establishing plans, budgets and results; reviewing progress and making mid-course corrections to ensure optimal outcomes.
Efficient and effective reporting on strategies, prioritisation and tasks to Line Manager.
Efficient and effective reporting on performance of products and systems.
Take personal ownership for projects/products/systems and work quality as well as contributing to team development and the ecosystem as a whole."
360,Test Analyst / SQL / Technical Writer,NJ Placement Consulting,Permanent,West Rand / Somerset West,4 days ago,Full Time,"PRIMARY FUNCTION OF JOB:

The Technical Writer will form part of the Global Operations team and will be responsible for
the creation, grooming and enhancement of high-quality system generated
documentation, ensuring that clients have access to professional, accurate and efficient
system generated documentation. The role will ensure that the information displayed in the
system generated documentation draws from the correct database tables.
The role will also assist in the preparation of test plans and documents, and support users in
the testing of system generated documentation"
361,Security Compliance Analyst,iLaunch (Pty) Ltd,Permanent,Cape Town,3 days ago,Full Time,"Will be responsible for ensuring that the design, implementation and maintenance of logical access conforms to security best practices
Will fulfil a governance role in identifying non-compliance and to monitor agreed designs and patterns."
362,Junior Actuarial Analyst: Valuations,Network Recruitment - Pretoria Finance A,Permanent,Johannesburg Central,1 week ago,Full Time,"Job & Company Description: Education:
3-4 actuarial board exams complete, minimum.
Preference will be given to candidates with Post Graduate qualifications in the above fields.
 Job Experience & Skills Required:
1+ years experience in an actuarial environment.
Skilled in valuations highly preferable.
Proficiency in SQL and Excel (including VBA) non-negotiable.
Knowledge of investments highly preferable.
  Apply now!    For more Actuarial or Quantitative Analyst jobs, please visit www.networkrecruitment.co.za or connect with me on LinkedIn at  www.linkedin.com/in/aniqah-cloete Reach out to me directly if you are passively looking in one of our niche areas to hear more about roles that we are not advertising:   Prudential Risk - Balance Sheet Management & Optimisation - Capital Management: Regulatory & Economic Capital - ALM & Interest Rate Risk - Liquidity Risk (LCR and NSFR) - Market Risk   Quantitative Risk - Retail & Wholesale Credit Risk - Model Development (PD, LGD, EAD) - IFRS 9 implementations - Model Validation & Model Risk - Pricing & Profitability - Economic Capital Modelling - Credit Risk Acquisitions & Collections - Decision Analytics   Actuarial - Pricing & Product Development - Valuations - SAM / Solvency II - Technical Marketing - Underwriting   If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.   For more information contact: Aniqah Cloete Recruitment Specialist: Actuarial and Analytics +27 87 378 8994 acloete@networkfinance.co.za"
363,Test Analyst / SQL / Technical Writer,NJ Placement Consulting,Permanent,West Rand / Somerset West,4 days ago,Full Time,"PRIMARY FUNCTION OF JOB:

The Technical Writer will form part of the Global Operations team and will be responsible for
the creation, grooming and enhancement of high-quality system generated
documentation, ensuring that clients have access to professional, accurate and efficient
system generated documentation. The role will ensure that the information displayed in the
system generated documentation draws from the correct database tables.
The role will also assist in the preparation of test plans and documents, and support users in
the testing of system generated documentation"
364,Security Compliance Analyst,iLaunch (Pty) Ltd,Permanent,Cape Town,3 days ago,Full Time,"Will be responsible for ensuring that the design, implementation and maintenance of logical access conforms to security best practices
Will fulfil a governance role in identifying non-compliance and to monitor agreed designs and patterns."
365,Junior Actuarial Analyst: Valuations,Network Recruitment - Pretoria Finance A,Permanent,Johannesburg Central,1 week ago,Full Time,"Job & Company Description: Education:
3-4 actuarial board exams complete, minimum.
Preference will be given to candidates with Post Graduate qualifications in the above fields.
 Job Experience & Skills Required:
1+ years experience in an actuarial environment.
Skilled in valuations highly preferable.
Proficiency in SQL and Excel (including VBA) non-negotiable.
Knowledge of investments highly preferable.
  Apply now!    For more Actuarial or Quantitative Analyst jobs, please visit www.networkrecruitment.co.za or connect with me on LinkedIn at  www.linkedin.com/in/aniqah-cloete Reach out to me directly if you are passively looking in one of our niche areas to hear more about roles that we are not advertising:   Prudential Risk - Balance Sheet Management & Optimisation - Capital Management: Regulatory & Economic Capital - ALM & Interest Rate Risk - Liquidity Risk (LCR and NSFR) - Market Risk   Quantitative Risk - Retail & Wholesale Credit Risk - Model Development (PD, LGD, EAD) - IFRS 9 implementations - Model Validation & Model Risk - Pricing & Profitability - Economic Capital Modelling - Credit Risk Acquisitions & Collections - Decision Analytics   Actuarial - Pricing & Product Development - Valuations - SAM / Solvency II - Technical Marketing - Underwriting   If you have not had any response in two weeks, please consider the vacancy application unsuccessful. Your profile will be kept on our database for any other suitable roles / positions.   For more information contact: Aniqah Cloete Recruitment Specialist: Actuarial and Analytics +27 87 378 8994 acloete@networkfinance.co.za"
366,Specialist Solution Analyst,Accredited Resource Consulting Services,Fixed Term,Centurion,3 days ago,Full Time,"Overall, Job Purpose:
 
The purpose of the Analyst we require would be to understand the impact of implementing User Requirements specific to the API domain.   The set of requirements can be specific to the API Framework itself or the Facades that the Framework support.   To this extend the Analyst need to understand the impact that requirements will have on both internal Colleagues as well as the API clients of the bank.   It is a fast paced, complex and at times high-pressured environment.  To be successful in this role the Analyst need to have excellent communication skills, be prepared to study unknown areas, and translate these into requirements that can be understood by stakeholders as well as developers.
 
Position Information:
 
The Analyst is typically an IT professional responsible for detailed product and system analysis of a Business asks.  The Business ask to need to reach a point where User Stories can be delivered to an Agile delivery team focused on the API proposition.    During the analysis phase of Framework requirements, it would be important to understand the impact on the broader ecosystem.   Facade requirements are specific to certain business domains and an eager mind is needed to learn the various domains to advise on implementation impact of the Facade(s).
 
Responsibilities:
 
Perform detailed analysis on requirements relating to a core API Framework as well as API Facades making use of the API Framework.
Facilitate stakeholder engagement and hold workshops where necessary.
Assist with Support activities.   These include L1 & L2 Support, internal Colleagues and potentially the technical team of external clients.
We follow an Agile method, so the principles and practises around the method need to be adopted.
Be comfortable with documenting new and existing requirements using online tooling (Confluence) and writing user stories (Azure)
Proficient in diagramming and documenting process flows using UML or BMPN etc.
Be in touch with the latest Analysis practices and have a proven record on utilizing these practices
Can distil complex business requirements into functional user stories for the development team to execute on
Having experience/knowledge in API systems and the security models followed would be needed.
Working in the context of Cloud based solutions.
Overall understanding of technologies used in the API Frameworks and Facades
Detailed knowledge of how to use API testing tools like Postman
 
Minimum experience and Qualifications:
 
Matric / Grade 12 essential
Bachelor’s degree in related field or equivalent work experience. Computer science, business systems or IT related degree preferred
FTI/related BA diploma or certification would be advantageous
Scrum or SAFe related certification would be advantageous
A depth of understanding of the “Agile Mindset”
Min 5 years’ business & systems analysis experience
Min 3-5+ years’ experience in the development of API products
Knowledge and experience of Web services, SOAP and RESTful interfaces, and XML
Knowledge/experience with micro services would be advantageous
Knowledge and experience of UML, BPMN and other diagramming techniques and methodologies"
367,Business Analyst - SAP FICO,Sharon Nurock Recruitment c.c.,Permanent,Durban,3 days ago,Full Time,"Minimum Requirements:
Degree in IT/Business essential.
Min 6 years experience in a SAP FI systems development environment in a Specialist, Supervisor or Senior role.
Min 5 years relevant experience working in a manufacturing, or complex business environment.
Experience with SAP configuration, customising and advanced ABAP programming.
Skills and Competencies:
High level strategic understanding as well as being able and willing to get into the detail.
Performance driven (passion for performance, maintain and improve practices and systems to realise organisational goals)
Ensure best practices (expressed through practices, managing change, benchmarking, implementing, refining and improving practices)
Identify opportunities for continuous improvement that create value
Demonstrate and encourage lateral thinking and innovative problem solving
Continuously analyse, develop and re-engineer processes to ensure quality outputs and optimal departmental processes
Display understanding of the business strategy and impact
Implement the strategic imperatives and policies in own business area
Identify opportunities to increase revenue
Assist the organisation to capitalise on new opportunities for the business
Focus on digitalisation and automation to assist the company
Ensure effective management of risk and good corporate governance in the business area
Take ownership of change in own section, removes obstacles and obtains buy-in
Respond in a positive and flexible manner to change and uncertainty
Build and maintain sound relationships and a network of contacts in pursuit of organisational goals
Ensure legal compliance in area of responsibility
Key Performance Areas:
Design, implement and maintain effective programs and initiatives to provide IT solutions for Finance and supporting business processes
Optimise business performance by enhancing the alignment between business processes and SAP FI, in conjunction with business process owners
Undertake complex process analysis, design and proposal creation, which includes technical process problem solving in relation to the current, as well as the future business environment
Conduct unit tests, integration tests and develop SAP module functional documentation
Conduct Go-live preparation and Go-live
Act as the Key Specialist point of contact in problem solving and investigations related to incidents in the SAP FI/CO/PA module Support and develop VIM integration with SAP FI
Maintain and develop SAP workflows relevant to SAP FI module and business requirements
Maintain and develop SAPscript and Smartforms related to SAP FI module.
Ensure system integration and business continuity by effectively managing projects
Engage in liaison with stakeholders such as finance department, suppliers, direct line management, etc. to ensure correct system applications and development.
Engage with external specialist consultants and other in house SAP module developers for implementing cross functional solutions"
